iter	Logloss
246	0.02112450905
247	0.02106089278
248	0.02097981821
249	0.02091627299
250	0.02090061754
251	0.02081926194
252	0.0208140624
253	0.02075396726
254	0.02073282037
255	0.0206269763
256	0.02060470838
257	0.02052189526
258	0.02042337594
259	0.0204152982
260	0.02031132865
261	0.02022382635
262	0.02014995112
263	0.02008850365
264	0.01998944149
265	0.01996350166
266	0.01995867791
267	0.01981071288
268	0.01974509644
269	0.01968715415
270	0.01963307939
271	0.01955162561
272	0.01954092012
273	0.01935306958
274	0.01934677905
275	0.01931445569
276	0.01931122361
277	0.01925169229
278	0.01922530462
279	0.01914743456
280	0.01913000369
281	0.01906613495
282	0.0190107013
283	0.01894669855
284	0.01874876987
285	0.01873082004
286	0.01856159747
287	0.01844932326
288	0.01837641587
289	0.01820483882
290	0.01808130994
291	0.01790493817
292	0.01785764462
293	0.01781793059
294	0.01780486916
295	0.01773977392
296	0.01769507076
297	0.0176475045
298	0.01760033659
299	0.01751928617
300	0.01747492463
301	0.01742932641
302	0.01729611718
303	0.01725586715
304	0.01724297604
305	0.0171698736
306	0.01711741581
307	0.01707842771
308	0.01699829503
309	0.01689740291
310	0.01686253789
311	0.01679178331
312	0.01671811824
313	0.01671615434
314	0.01668293586
315	0.0166645677
316	0.01662972315
317	0.01662780958
318	0.01655715888
319	0.01649953122
320	0.01646594403
321	0.01643114416
322	0.01642569351
323	0.01642318114
324	0.01642073298
325	0.01641803647
326	0.0163466824
327	0.01634497741
328	0.01634265255
329	0.01627890301
330	0.01624257568
331	0.01617497596
332	0.01606699579
333	0.01605614473
334	0.01605380223
335	0.01604634841
336	0.01598884285
337	0.01590311131
338	0.0158712713
339	0.01586914543
340	0.01586725253
341	0.01584328817
342	0.01584139701
343	0.01579330665
344	0.01573206478
345	0.01566234123
346	0.01559636685
347	0.0155712475
348	0.01553024905
349	0.01545572204
350	0.01545407697
351	0.01542469677
352	0.01539000211
353	0.01538739228
354	0.01535223423
355	0.01529809508
356	0.0152424077
357	0.01509906189
358	0.01506028938
359	0.01496312134
360	0.01493404436
361	0.01489438791
362	0.01483502043
363	0.01473218097
364	0.01469747083
365	0.01459198849
366	0.0145753826
367	0.01457392078
368	0.01455493221
369	0.01452358965
370	0.01449767645
371	0.0144129665
372	0.01437390281
373	0.01429321424
374	0.0142242711
375	0.01415675615
376	0.01411263178
377	0.01408378403
378	0.01402209859
379	0.01400308462
380	0.01399927347
381	0.01396659961
382	0.01388825985
383	0.01386186957
384	0.01377737611
385	0.01368429473
386	0.01368289579
387	0.01367504705
388	0.01362641218
389	0.01358836375
390	0.01358674884
391	0.0135851573
392	0.01358110405
393	0.01353676758
394	0.01353518378
395	0.01351378091
396	0.01341585815
397	0.01340875946
398	0.01332143783
399	0.01328771379
400	0.01328358818
401	0.01324619477
402	0.01319595957
403	0.01317555246
404	0.01317252668
405	0.01317094525
406	0.01308729734
407	0.01301110512
408	0.01293106026
409	0.01290583201
410	0.01290449414
411	0.0129015393
412	0.01285607202
413	0.01285290743
414	0.01285165377
415	0.01283153282
416	0.01281242193
417	0.01277015152
418	0.01276724018
419	0.01275085431
420	0.01273232986
421	0.01273127931
422	0.01267166312
423	0.0126159382
424	0.01253256882
425	0.01249904551
426	0.01248003217
427	0.01246189122
428	0.01244980469
429	0.01244850693
430	0.01244723007
431	0.01242414381
432	0.01240313676
433	0.01232312577
434	0.01228219595
435	0.0122411652
436	0.01222386927
437	0.01217268721
438	0.01211706638
439	0.01203837271
440	0.01203740439
441	0.01198350784
442	0.01193060592
443	0.01189099533
444	0.01181916181
445	0.01178349784
446	0.01173873952
447	0.01172116707
448	0.01164924519
449	0.01161142827
450	0.01156060786
451	0.01156055332
452	0.01156055332
453	0.01155995063
454	0.01155790303
455	0.01149126614
456	0.01145361422
457	0.01139037148
458	0.01132087681
459	0.01128937968
460	0.01125373309
461	0.01118101316
462	0.01114931898
463	0.01109026509
464	0.01102923654
465	0.01099363226
466	0.01099146151
467	0.01099008539
468	0.01094348039
469	0.01090818909
470	0.01086721997
471	0.01086572102
472	0.01086444496
473	0.01086443759
474	0.01086442775
475	0.01086260806
476	0.01081140722
477	0.01077733326
478	0.01074208554
479	0.0107081461
480	0.01069315673
481	0.010689876
482	0.01066755307
483	0.01066438324
484	0.01066190264
485	0.01063167964
486	0.01061761337
487	0.01061761337
488	0.01056012709
489	0.01056009256
490	0.01056006647
491	0.01056006128
492	0.01055979007
493	0.01055813907
494	0.01052153361
495	0.01052155308
496	0.01052155157
497	0.01048870209
498	0.01044987772
499	0.01041832434
